tmdb_id,original_title,popularity,vote_average,vote_count,imdb_id,title,genres,runtime,overview,movie_id,rating,year,movie_genres
12,Finding Nemo,25.497794,7.6,6292,tt0266543,Finding Nemo,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",100,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.",finding+nemo+2003,4.111111111111111,2003,Animation_Family
681,Diamonds Are Forever,12.00491,6.3,562,tt0066995,Diamonds Are Forever,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",120,Diamonds are stolen only to be sold again in the international market. James Bond infiltrates a smuggling mission to find out who’s guilty. The mission takes him to Las Vegas where Bond meets his archenemy Blofeld.,diamonds+are+forever+1971,4.5,1971,Adventure_Action_Thriller
9799,The Fast and the Furious,1.406181,6.6,3485,tt0232500,The Fast and the Furious,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",106,"Domenic Toretto is a Los Angeles street racer suspected of masterminding a series of big-rig hijackings. When undercover cop Brian O'Conner infiltrates Toretto's iconoclastic crew, he falls for Toretto's sister and must choose a side: the gang or the LAPD.",the+fast+and+the+furious+2001,2.0,2001,Action_Crime_Thriller
5925,The Great Escape,14.384114,7.8,731,tt0057115,The Great Escape,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",172,"The Nazis, exasperated at the number of escapes from their prison camps by a relatively small number of Allied prisoners, relocates them to a high-security 'escape-proof' camp to sit out the remainder of the war. Undaunted, the prisoners plan one of the most ambitious escape attempts of World War II. Based on a true story.",the+great+escape+1963,4.1,1963,Adventure_Drama_History_Thriller_War
36643,The World Is Not Enough,12.130127,6.0,878,tt0143145,The World Is Not Enough,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",128,"Greed, revenge, world dominance and high-tech terrorism – it's all in a day's work for Bond, who's on a mission to a protect beautiful oil heiress from a notorious terrorist. In a race against time that culminates in a dramatic submarine showdown, Bond works to defuse the international power struggle that has the world's oil supply hanging in the balance.",the+world+is+not+enough+1999,4.0,1999,Adventure_Action_Thriller
8963,Crimson Tide,8.657365,7.0,508,tt0112740,Crimson Tide,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",116,"On a US nuclear missile sub, a young first officer stages a mutiny to prevent his trigger happy captain from launching his missiles before confirming his orders to do so.",crimson+tide+1995,3.72,1995,Action_Thriller_Drama
268,Batman,19.10673,7.0,2145,tt0096895,Batman,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",126,"The Dark Knight of Gotham City begins his war on crime with his first major enemy being the clownishly homicidal Joker, who has seized control of Gotham's underworld.",batman+1989,3.225,1989,Fantasy_Action
8346,My Big Fat Greek Wedding,6.719949,6.2,686,tt0259446,My Big Fat Greek Wedding,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",95,A young Greek woman falls in love with a non-Greek and struggles to get her family to accept him while she comes to terms with her heritage and cultural identity.,my+big+fat+greek+wedding+2002,4.2,2002,Comedy_Drama_Romance
1523,The Last King of Scotland,9.424157,7.4,568,tt0455590,The Last King of Scotland,"[{'id': 18, 'name': 'Drama'}]",121,"Young Scottish doctor, Nicholas Garrigan decides it's time for an adventure after he finishes his formal education, so he decides to try his luck in Uganda, and arrives during the downfall of President Obote. General Idi Amin comes to power and asks Garrigan to become his personal doctor.",the+last+king+of+scotland+2006,3.0,2006,Drama
13562,My Man Godfrey,5.480098,7.7,69,tt0028010,My Man Godfrey,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",94,A zany heiress tries to help a tramp by making him the family butler.,my+man+godfrey+1936,3.6666666666666665,1936,Comedy_Romance
41784,Black Robe,1.730199,7.5,18,tt0101465,Black Robe,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",101,In the 17th century a Jesuit priest and a young companion are escorted through the wilderness of Quebec by Algonquin Indians to find a distant mission in the dead of winter. The Jesuit experiences a spiritual journey while his young companion falls in love with the Algonquin chief's beautiful daughter underneath the imposing and magnificent mountains. Dread and death follows them upriver.,black+robe+1991,1.3333333333333333,1991,Adventure_Drama_History
11674,101 Dalmatians,11.470748,5.6,722,tt0115433,101 Dalmatians,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",103,"The Live action adaptation of a Disney Classic. When a litter of dalmatian puppies are abducted by the minions of Cruella De Vil, the parents must find them before she uses them for a diabolical fashion statement.",101+dalmatians+1996,3.375,1996,Comedy_Family
8012,Get Shorty,12.669608,6.4,305,tt0113161,Get Shorty,"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",105,"Chili Palmer is a Miami mobster who gets sent by his boss, the psychopathic ""Bones"" Barboni, to collect a bad debt from Harry Zimm, a Hollywood producer who specializes in cheesy horror films. When Chili meets Harry's leading lady, the romantic sparks fly. After pitching his own life story as a movie idea, Chili learns that being a mobster and being a Hollywood producer really aren't all that different.",get+shorty+1995,3.9,1995,Comedy_Thriller_Crime
30497,The Texas Chain Saw Massacre,15.526413,7.1,617,tt0072271,The Texas Chain Saw Massacre,"[{'id': 27, 'name': 'Horror'}]",83,Five friends visiting their grandfather's house in the country are hunted and terrorized by a chain-saw wielding killer and his family of grave-robbing cannibals.,the+texas+chain+saw+massacre+1974,1.0,1974,Horror
8446,Bugsy Malone,5.348193,6.5,71,tt0074256,Bugsy Malone,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10751, 'name': 'Family'}]",93,"A pint-sized cast illuminates this musical that is unlike any other ever made. Set in 1929 New York City, Bugsy Malone captures a flashy world of would-be hoodlums, showgirls, and dreamers - all played by child actors! As Tallulah, the sassy girlfriend of the owner of Fat Sam's Grand Slam Speakeasy, future superstar Jodie Foster dances and sings her way into our hearts.",bugsy+malone+1976,3.0,1976,Drama_Action_Comedy_Music_Family
348,Alien,23.37742,7.9,4564,tt0078748,Alien,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",117,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",alien+1979,4.238095238095238,1979,Horror_Action_Thriller_Science Fiction
174,Star Trek VI: The Undiscovered Country,5.90057,6.7,421,tt0102975,Star Trek VI: The Undiscovered Country,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",113,"On the eve of retirement, Kirk and McCoy are charged with assassinating the Klingon High Chancellor and imprisoned. The Enterprise crew must help them escape to thwart a conspiracy aimed at sabotaging the last best hope for peace.",star+trek+vi+the+undiscovered+country+1991,3.5714285714285716,1991,Science Fiction_Action_Adventure_Thriller
10137,Stuart Little,8.3595,5.8,998,tt0164912,Stuart Little,"[{'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",84,"The adventures of a heroic and debonair stalwart mouse named Stuart Little with human qualities, who faces some comic misadventures while searching for his lost bird friend and living with a human family as their child.",stuart+little+1999,2.0,1999,Animation_Fantasy_Family_Comedy
2636,The Specialist,10.388183,5.5,317,tt0111255,The Specialist,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",110,"May Munro is a woman obsessed with getting revenge on the people who murdered her parents when she was still a girl. She hires Ray Quick, a retired explosives expert to kill her parent's killers. When Ned Trent, embittered ex-partner of Quick's is assigned to protect one of Quick's potential victims, a deadly game of cat and mouse ensues.",the+specialist+1994,3.25,1994,Action_Thriller
10404,大红灯笼高高挂,7.948888,7.8,139,tt0101640,Raise the Red Lantern,"[{'id': 18, 'name': 'Drama'}]",125,"China in the 1920s. After her father's death, 19 year old Songlian is forced to marry the much older lord of a powerful family. With three wives already, each living in a separate house within the great castle, there is fierce competition for his attention and the privileges that are gained. This competition gets out of hand...",raise+the+red+lantern+1991,4.333333333333333,1991,Drama
9476,A Knight's Tale,10.90061,6.6,933,tt0183790,A Knight's Tale,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 28, 'name': 'Action'}]",132,"William Thatcher, a peasant, is sent to apprentice with a Knight named Hector as a young boy. Urged by his father to ""change his Stars"", he assumes Sir Hector's place in a tournament when Hector dies in the middle of it. He wins. With the other apprentices, he trains and assumes the title of Sir Ulrich von Lichtenstein.",a+knights+tale+2001,3.0,2001,Adventure_Drama_Romance_Action
2133,The Perfect Storm,18.911961,6.2,609,tt0177971,The Perfect Storm,"[{'id': 18, 'name': 'Drama'}]",130,"In October 1991, a confluence of weather conditions combined to form a killer storm in the North Atlantic. Caught in the storm was the sword-fishing boat Andrea Gail. Magnificent foreshadowing and anticipation fill this true-life drama while minute details of the fishing boats, their gear and the weather are juxtaposed with the sea adventure.",the+perfect+storm+2000,3.0,2000,Drama
429,"Il buono, il brutto, il cattivo",16.788787,8.1,2371,tt0060196,"The Good, the Bad and the Ugly","[{'id': 37, 'name': 'Western'}]",161,"While the Civil War rages between the Union and the Confederacy, three men – a quiet loner, a ruthless hit man and a Mexican bandit – comb the American Southwest in search of a strongbox containing $200,000 in stolen gold.",the+good_+the+bad+and+the+ugly+1966,4.428571428571429,1966,Western
11867,Barb Wire,5.877599,3.9,117,tt0115624,Barb Wire,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",98,"A sexy nightclub owner, Barb Wire moonlights as a mercenary in Steel Harbor, one of the last free zones in the now fascist United States. When scientist Cora Devonshire wanders into Barb's establishment, she gets roped into a top-secret government plot involving biological weapons. Soon Barb is reunited with her old flame Axel Hood, who is now Cora's husband and a guerrilla fighter, resulting in plenty of tense action.",barb+wire+1996,2.0,1996,Action_Science Fiction
12405,Slumdog Millionaire,11.258181,7.6,2918,tt1010048,Slumdog Millionaire,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",120,"Jamal Malik is an impoverished Indian teen who becomes a contestant on the Hindi version of ‘Who Wants to Be a Millionaire?’ but, after he wins, he is suspected of cheating.",slumdog+millionaire+2008,3.142857142857143,2008,Drama_Romance
9444,Anastasia,11.911173,7.4,1481,tt0118617,Anastasia,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",94,"This animated adventure retells the story of the lost daughter of Russia's last czar. The evil Rasputin places a curse on the Romanov family, and Anastasia and her grandmother, Empress Maria, get separated. After growing up in an orphanage, Anastasia encounters two Russian men seeking a reward offered by Empress Maria for the return of her granddaughter. The trio travels to Paris, where they find that the empress has grown skeptical of imposters.",anastasia+1997,3.3333333333333335,1997,Animation_Family
9003,Hellraiser,10.81305,6.9,464,tt0093177,Hellraiser,"[{'id': 27, 'name': 'Horror'}]",94,"Larry and his wife, Julia move into an old house and discover a hideous creature - the man's half-brother, who is also the woman's former lover - hiding upstairs. Having lost his earthly body to a trio of S&amp;M demons, the Cenobites, Frank, is brought back into existence by a drop of blood on the floor. He soon forces his former mistress to bring him his necessary human sacrifices to complete his body... but the Cenobites won't be happy about this.",hellraiser+1987,4.0,1987,Horror
640,Catch Me If You Can,19.833077,7.7,3917,tt0264464,Catch Me If You Can,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",141,"A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.",catch+me+if+you+can+2002,4.111111111111111,2002,Drama_Crime
642,Butch Cassidy and the Sundance Kid,6.714577,7.4,659,tt0064115,Butch Cassidy and the Sundance Kid,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}, {'id': 80, 'name': 'Crime'}]",110,"In late 1890s Wyoming, Butch Cassidy is the affable, clever and talkative leader of the outlaw Hole in the Wall Gang. His closest companion is the laconic dead-shot 'Sundance Kid'. As the west rapidly becomes civilized, the law finally catches up to Butch, Sundance and their gang.  Chased doggedly by a special posse, the two decide to make their way to South America in hopes of evading their pursuers once and for all.",butch+cassidy+and+the+sundance+kid+1969,4.625,1969,History_Drama_Western_Crime
18561,Oxygen,8.343079,5.4,15,tt0160620,Oxygen,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",92,"A masochistic cop, who hides her predilection from her cop husband, gets involved in pursuing a kidnapper nicknamed Harry for Harry Houdini",oxygen+1999,3.0,1999,Mystery_Thriller_Crime_Drama
1443,The Virgin Suicides,10.505387,7.1,841,tt0159097,The Virgin Suicides,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",97,"A group of male friends become obsessed with five mysterious sisters who are sheltered by their strict, religious parents.",the+virgin+suicides+1999,4.333333333333333,1999,Drama_Romance
89,Indiana Jones and the Last Crusade,14.788987,7.6,3221,tt0097576,Indiana Jones and the Last Crusade,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",127,"When Dr. Henry Jones Sr. suddenly goes missing while pursuing the Holy Grail, eminent archaeologist Indiana must team up with Marcus Brody, Sallah and Elsa Schneider to follow in his father's footsteps and stop the Nazis from recovering the power of eternal life.",indiana+jones+and+the+last+crusade+1989,4.214285714285714,1989,Adventure_Action
252,Willy Wonka & the Chocolate Factory,12.416635,7.4,826,tt0067992,Willy Wonka & the Chocolate Factory,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",100,Eccentric candy man Willy Wonka prompts a worldwide frenzy when he announces that golden tickets hidden inside five of his delicious candy bars will admit their lucky holders into his top-secret confectionary. But does Wonka have an agenda hidden amid a world of Oompa Loompas and chocolate rivers?,willy+wonka++the+chocolate+factory+1971,3.7916666666666665,1971,Family_Fantasy
19490,The Bishop's Wife,4.645121,6.9,49,tt0039190,The Bishop's Wife,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",109,"An Episcopal Bishop, Henry Brougham, has been working for months on the plans for an elaborate new cathedral which he hopes will be paid for primarily by a wealthy, stubborn widow. He is losing sight of his family and of why he became a churchman in the first place. Enter Dudley, an angel sent to help him. Dudley does help everyone he meets, but not necessarily in the way they would have preferred. With the exception of Henry, everyone loves him, but Henry begins to believe that Dudley is there to replace him, both at work and in his family's affections, as Christmas approaches.",the+bishops+wife+1947,5.0,1947,Comedy_Drama_Fantasy_Romance
796,Cruel Intentions,8.181065,6.6,848,tt0139134,Cruel Intentions,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",97,"Slaking a thirst for dangerous games, Kathryn challenges her stepbrother, Sebastian, to deflower their headmaster's daughter before the summer ends. If he succeeds, the prize is the chance to bed Kathryn. But if he loses, Kathryn will claim his most prized possession.",cruel+intentions+1999,3.5,1999,Drama_Romance_Thriller
26748,Lone Star,9.069963,6.9,79,tt0116905,Lone Star,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",135,"When the skeleton of his murdered predecessor is found, Sheriff Sam Deeds unearths many other long-buried secrets in his Texas border town.",lone+star+1996,4.0,1996,Drama_Mystery_Romance
872,Singin' in the Rain,11.064858,7.9,747,tt0045152,Singin' in the Rain,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",103,"In 1927 Hollywood, Don Lockwood and Lina Lamont are a famous on-screen romantic pair in silent movies, but Lina mistakes the on-screen romance for real love. When their latest film is transformed into a musical, Don has the perfect voice for the songs, but strident voice faces the studio to dub her voice. Aspiring actress, Kathy Selden is brought in and, while she is working on the movie, Don falls in love with her.",singin+in+the+rain+1952,4.222222222222222,1952,Comedy_Music_Romance
1089,Point Break,11.453093,6.9,861,tt0102685,Point Break,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",120,"In the coastal town of Los Angeles, a gang of bank robbers call themselves The Ex-Presidents commit their crimes while wearing masks of Reagan, Carter, Nixon and Johnson. The F.B.I. believes that the members of the gang could be surfers and send young agent Johnny Utah undercover at the beach to mix with the surfers and gather information.",point+break+1991,3.3333333333333335,1991,Action_Thriller_Crime
11529,Sweet Home Alabama,8.587129,6.1,408,tt0256415,Sweet Home Alabama,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",108,"New York fashion designer Melanie Carmichael suddenly finds herself engaged to the city's most eligible bachelor. But Melanie's past holds many secrets, including Jake, the redneck husband she married in high school, who refuses to divorce her. Bound and determined to end their contentious relationship once and for all, Melanie sneaks back home to Alabama to confront her past.",sweet+home+alabama+2002,4.0,2002,Comedy_Romance
5279,Gosford Park,14.101101,6.8,256,tt0280707,Gosford Park,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",137,"Multiple storylined drama set in 1932, showing the lives of upstairs guest and downstairs servants at a party in a country house in England.",gosford+park+2001,3.6666666666666665,2001,Drama_Mystery_Thriller
10865,Atlantis: The Lost Empire,10.901602,6.7,1257,tt0230011,Atlantis: The Lost Empire,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",95,"The world's most highly qualified crew of archaeologists and explorers is led by historian Milo Thatch as they board the incredible 1,000-foot submarine Ulysses and head deep into the mysteries of the sea.",atlantis+the+lost+empire+2001,3.3333333333333335,2001,Animation_Family_Adventure_Science Fiction
9593,Last Action Hero,9.434006,6.1,725,tt0107362,Last Action Hero,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",130,"Danny is obsessed with a fictional movie character action hero Jack Slater. When a magical ticket transports him into Jack's latest adventure, Danny finds himself in a world where movie magic and reality collide. Now it's up to Danny to save the life of his hero and new friend.",last+action+hero+1993,2.6666666666666665,1993,Adventure_Fantasy_Action_Comedy_Family
18129,The Grifters,10.809693,6.5,112,tt0099703,The Grifters,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",110,"A young short-con grifter suffers both injury and the displeasure of reuniting with his criminal mother, all the while dating an unpredictable young lady.",the+grifters+1990,3.5,1990,Crime_Drama
808,Shrek,17.987728,7.3,4183,tt0126029,Shrek,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",90,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.",shrek+2001,3.6470588235294117,2001,Adventure_Animation_Comedy_Family_Fantasy
10198,The Princess and the Frog,16.616517,6.7,1293,tt0780521,The Princess and the Frog,"[{'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 10402, 'name': 'Music'}]",97,"A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to do face the same problem after she kisses him.",the+princess+and+the+frog+2009,5.0,2009,Romance_Family_Animation_Music
41671,Amityville: It's About Time,2.418256,4.1,21,tt0103678,Amityville: It's About Time,"[{'id': 27, 'name': 'Horror'}]",91,"When an old clock arrives at home as a gift, strange things begin to happen. The family that proudly assigned a privileged place to the clock in the living room, is unaware that this thing is a link to an old and evil house...",amityville+its+about+time+1992,1.0,1992,Horror
2292,Clerks,10.513367,7.4,769,tt0109445,Clerks,"[{'id': 35, 'name': 'Comedy'}]",92,"Convenience and video store clerks Dante and Randal are sharp-witted, potty-mouthed and bored out of their minds. So in between needling customers, the counter jockeys play hockey on the roof, visit a funeral home and deal with their love lives.",clerks+1994,4.066666666666666,1994,Comedy
6069,The Witches of Eastwick,13.031671,6.2,334,tt0094332,The Witches of Eastwick,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",118,Three single women in a picturesque village have their wishes granted - at a cost - when a mysterious and flamboyant man arrives in their lives.,the+witches+of+eastwick+1987,4.0,1987,Fantasy_Horror_Comedy
11257,A Room with a View,6.175166,6.9,164,tt0091867,A Room with a View,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",117,"When Lucy Honeychurch and chaperon Charlotte Bartlett find themselves in Florence with rooms without views, fellow guests Mr Emerson and son George step in to remedy the situation. Meeting the Emersons could change Lucy's life forever but, once back in England, how will her experiences in Tuscany affect her marriage plans?",a+room+with+a+view+1985,4.75,1985,Drama_Romance
213,North by Northwest,12.410427,7.8,1062,tt0053125,North by Northwest,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",136,"Advertising man Roger Thornhill is mistaken for a spy, triggering a deadly cross-country chase.",north+by+northwest+1959,4.111111111111111,1959,Mystery_Thriller
11231,The Next Karate Kid,9.9697,4.8,202,tt0110657,The Next Karate Kid,"[{'id': 12, 'name': 'Adventure'}]",107,"During a commemoration for Japanese soldiers fighting in the US Army during World War II, Mr. Miyagi meets the widow of his commanding officer. He gets to know her granddaughter Julie, an angry teenager who is still feeling the pain of losing both her parents in an accident and is having problems with her grandmother and her fellow pupils. Mr. Miyagi decides to teach her karate to get her through her pain and issues and back on the right path.",the+next+karate+kid+1994,2.5,1994,Adventure
393,Kill Bill: Vol. 2,21.533072,7.7,4061,tt0378194,Kill Bill: Vol. 2,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",136,"The Bride unwaveringly continues on her roaring rampage of revenge against the band of assassins who had tried to kill her and her unborn child. She visits each of her former associates one-by-one, checking off the victims on her Death List Five until there's nothing left to do … but kill Bill.",kill+bill+vol.+2+2004,3.1333333333333333,2004,Action_Crime_Thriller
1992,Planet Terror,10.370384,6.5,1109,tt1077258,Planet Terror,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",105,"Two doctors find their graveyard shift inundated with townspeople ravaged by sores. Among the wounded is Cherry, a dancer whose leg was ripped from her body. As the invalids quickly become enraged aggressors, Cherry and her ex-boyfriend Wray lead a team of accidental warriors into the night.",planet+terror+2007,5.0,2007,Horror_Action_Thriller
1633,Fried Green Tomatoes,6.584254,7.6,298,tt0101921,Fried Green Tomatoes,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",130,"Amidst her own personality crisis, southern housewife Evelyn Couch meets Ninny, an outgoing old woman who tells her the story of Idgie Threadgoode and Ruth Jamison, two young women who experienced hardships and love in Whistle Stop, Alabama in the 1920s.",fried+green+tomatoes+1991,4.125,1991,Drama_Comedy
4441,Candy,4.772204,7.0,152,tt0424880,Candy,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",116,"A poet falls in love with an art student, who gravitates to his bohemian lifestyle -- and his love of heroin. Hooked as much on one another as they are on the drug, their relationship alternates between states of oblivion, self-destruction, and despair.",candy+2006,5.0,2006,Drama_Romance
11557,St. Elmo's Fire,9.116245,6.0,133,tt0090060,St. Elmo's Fire,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",110,"Seven friends - Alec, Billy, Jules, Kevin, Kirby, Leslie and Wendy - are trying to navigate through life and their friendships following college graduation. Alec, who aspires to political life, has just shown his true colors by changing his allegiance from Democrat to Republican, which freaks out girlfriend Leslie, who he wants to marry. Budding architect Leslie, on the other hand, has an independent streak. She believes she has to make a name for herself to find out who she is before she can truly commit to another person in marriage. But Leslie and Alec have decided to live together. Because Leslie refuses to marry Alec, he believes that justifies certain behavior. Kirby, who wants to become a lawyer and who pays for his schooling by working as a waiter at their local hangout called St. Elmo's Bar, and struggling writer Kevin are currently roommates. They are on opposite extremes of the romance spectrum.",st.+elmos+fire+1985,5.0,1985,Drama_Romance
180,Minority Report,20.666063,7.1,2663,tt0181689,Minority Report,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",145,"John Anderton is a top 'Precrime' cop in the late-21st century, when technology can predict crimes before they're committed. But Anderton becomes the quarry when another investigator targets him for a murder charge.",minority+report+2002,3.5,2002,Action_Thriller_Science Fiction_Mystery
11015,The Relic,7.699967,5.8,130,tt0120004,The Relic,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",110,"A researcher at Chicago's Natural History Museum returns from South America with some crates containing his findings. When the crates arrive at the museum without the owner there appears to be very little inside. However, police discover gruesome murders on the cargo ship that brought the crates to the US and then another murder in the museum itself.",the+relic+1997,3.0,1997,Horror_Mystery_Thriller
9705,Swordfish,9.646208,6.1,946,tt0244244,Swordfish,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",99,"Rogue agent Gabriel Shear is determined to get his mitts on $9 billion stashed in a secret Drug Enforcement Administration account. He wants the cash to fight terrorism, but lacks the computer skills necessary to hack into the government mainframe. Enter Stanley Jobson, a n'er-do-well encryption expert who can log into anything.",swordfish+2001,3.0,2001,Action_Crime_Thriller
9443,Chariots of Fire,6.877698,6.9,213,tt0082158,Chariots of Fire,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",123,The true story of British athletes preparing for and competing in the 1924 Summer Olympics.,chariots+of+fire+1981,3.6666666666666665,1981,Drama_History
2163,Breakdown,7.926621,6.6,202,tt0118771,Breakdown,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",95,"When his SUV breaks down on a remote Southwestern road, Jeff Taylor lets his wife, Amy, hitch a ride with a trucker to get help. When she doesn't return, Jeff fixes his SUV and tracks down the trucker -- who tells the police he's never seen Amy. Johnathan Mostow's tense thriller then follows Jeff's desperate search for his wife, which eventually uncovers a small town's murderous secret.",breakdown+1997,3.5,1997,Drama_Action_Thriller
